#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_abahan;Abahan;Abahan;Abahan;;Abahan;;;;;;;;;x
b_sempronium;Sempronium;Sempronium;Sempronium;;Sempronium;;;;;;;;;x
b_sempronium_adj;Semproniumian;;semproniumer;;;;;;;;;;;x
b_sempronium_2;Sempronium;Sempronium;Sempronium;;Sempronium;;;;;;;;;x
b_sempronium_2_adj;Semproniumian;;semproniumer;;;;;;;;;;;x
b_sempronium_3;Sempronium;Sempronium;Sempronium;;Sempronium;;;;;;;;;x
b_sempronium_3_adj;Semproniumian;;semproniumer;;;;;;;;;;;x
b_sempronium_4;Sempronium;Sempronium;Sempronium;;Sempronium;;;;;;;;;x
b_sempronium_4_adj;Semproniumian;;semproniumer;;;;;;;;;;;x
b_semyria;Semyria;Semyria;Semyria;;Semyria;;;;;;;;;x
b_semyria_adj;Semyrian;;semyrer;;;;;;;;;;;x
b_semyria_2;Semyria;Semyria;Semyria;;Semyria;;;;;;;;;x
b_semyria_2_adj;Semyrian;;semyrer;;;;;;;;;;;x
b_semyria_3;Semyria;Semyria;Semyria;;Semyria;;;;;;;;;x
b_semyria_3_adj;Semyrian;;semyrer;;;;;;;;;;;x
b_semyria_4;Semyria;Semyria;Semyria;;Semyria;;;;;;;;;x
b_semyria_4_adj;Semyrian;;semyrer;;;;;;;;;;;x
b_semyria_5;Semyria;Semyria;Semyria;;Semyria;;;;;;;;;x
b_semyria_5_adj;Semyrian;;semyrer;;;;;;;;;;;x
b_senia;Senia;Senia;Senia;;Senia;;;;;;;;;x
b_senia_adj;Senian;;sener;;;;;;;;;;;x
b_senia_2;Senia;Senia;Senia;;Senia;;;;;;;;;x
b_senia_2_adj;Senian;;sener;;;;;;;;;;;x
b_senia_3;Senia;Senia;Senia;;Senia;;;;;;;;;x
b_senia_3_adj;Senian;;sener;;;;;;;;;;;x
b_senia_4;Senia;Senia;Senia;;Senia;;;;;;;;;x
b_senia_4_adj;Senian;;sener;;;;;;;;;;;x
b_senia_5;Senia;Senia;Senia;;Senia;;;;;;;;;x
b_senia_5_adj;Senian;;sener;;;;;;;;;;;x
b_serinozu;Serinozu;Serinozu;Serinozu;;Serinozu;;;;;;;;;x
b_serinozu_adj;Serinozian;;serinozer;;;;;;;;;;;x
b_shahte;Shahte;Shahte;Shahte;;Shahte;;;;;;;;;x
b_shahte_adj;Shahtean;;shahter;;;;;;;;;;;x
b_shahte_2;Shahte;Shahte;Shahte;;Shahte;;;;;;;;;x
b_shahte_2_adj;Shahtean;;shahter;;;;;;;;;;;x
b_shahte_3;Shahte;Shahte;Shahte;;Shahte;;;;;;;;;x
b_shahte_3_adj;Shahtean;;shahter;;;;;;;;;;;x
b_shehit;Shehit;Shehit;Shehit;;Shehit;;;;;;;;;x
b_shehit_adj;Shehitian;;shehiter;;;;;;;;;;;x
b_shehit_2;Shehit;Shehit;Shehit;;Shehit;;;;;;;;;x
b_shehit_2_adj;Shehitian;;shehiter;;;;;;;;;;;x
b_shehit_3;Shehit;Shehit;Shehit;;Shehit;;;;;;;;;x
b_shehit_3_adj;Shehitian;;shehiter;;;;;;;;;;;x
b_shehit_4;Shehit;Shehit;Shehit;;Shehit;;;;;;;;;x
b_shehit_4_adj;Shehitian;;shehiter;;;;;;;;;;;x
b_shehit_5;Shehit;Shehit;Shehit;;Shehit;;;;;;;;;x
b_shehit_5_adj;Shehitian;;shehiter;;;;;;;;;;;x
b_sicigona;Sicigona;Sicigona;Sicigona;;Sicigona;;;;;;;;;x
b_sicigona_adj;Sicigonan;;sicigoner;;;;;;;;;;;x
b_sicigona_2;Sicigona;Sicigona;Sicigona;;Sicigona;;;;;;;;;x
b_sicigona_2_adj;Sicigonan;;sicigoner;;;;;;;;;;;x
b_sigesar;Sigesar;Sigesar;Sigesar;;Sigesar;;;;;;;;;x
b_sigesar_adj;Sigesarian;;sigesarer;;;;;;;;;;;x
b_sikcsa;Sikcsa;Sikcsa;Sikcsa;;Sikcsa;;;;;;;;;x
b_sikcsa_adj;Sikcsan;;sikcser;;;;;;;;;;;x
b_sirisi;Sirisi;Sirisi;Sirisi;;Sirisi;;;;;;;;;x
b_sirisi_adj;Sirisian;;siriser;;;;;;;;;;;x
b_skarjiq;Skarjiq;Skarjiq;Skarjiq;;Skarjiq;;;;;;;;;x
b_skarjiq_adj;Skarjiqian;;skarjiqer;;;;;;;;;;;x
b_sogaria;Sogaria;Sogaria;Sogaria;;Sogaria;;;;;;;;;x
b_sogaria_adj;Sogarian;;sogarer;;;;;;;;;;;x
b_sokliya;Sokliya;Sokliya;Sokliya;;Sokliya;;;;;;;;;x
b_sokliya_adj;Sokliyan;;sokler;;;;;;;;;;;x
b_solactus;Solactus;Solactus;Solactus;;Solactus;;;;;;;;;x
b_solactus_adj;Solactusian;;solactuser;;;;;;;;;;;x
b_soroga;Soroga;Soroga;Soroga;;Soroga;;;;;;;;;x
b_soroga_adj;Sorogan;;soroger;;;;;;;;;;;x
b_soscay;Soscay;Soscay;Soscay;;Soscay;;;;;;;;;x
b_soscay_adj;Soscaian;;soscaer;;;;;;;;;;;x
b_sovia;Sovia;Sovia;Sovia;;Sovia;;;;;;;;;x
b_sovia_adj;Sovian;;sover;;;;;;;;;;;x
b_starikan;Starikan;Starikan;Starikan;;Starikan;;;;;;;;;x
b_starikan_adj;Starikanian;;starikaner;;;;;;;;;;;x
b_starikan_2;Starikan;Starikan;Starikan;;Starikan;;;;;;;;;x
b_starikan_2_adj;Starikanian;;starikaner;;;;;;;;;;;x
b_starikan_3;Starikan;Starikan;Starikan;;Starikan;;;;;;;;;x
b_starikan_3_adj;Starikanian;;starikaner;;;;;;;;;;;x
b_starikan_4;Starikan;Starikan;Starikan;;Starikan;;;;;;;;;x
b_starikan_4_adj;Starikanian;;starikaner;;;;;;;;;;;x
b_stedyyo;Stedyyo;Stedyyo;Stedyyo;;Stedyyo;;;;;;;;;x
b_stedyyo_adj;Stedian;;steder;;;;;;;;;;;x
b_stepanya;Stepanya;Stepanya;Stepanya;;Stepanya;;;;;;;;;x
b_stepanya_adj;Stepanyan;;stepaner;;;;;;;;;;;x
b_strako;Strako;Strako;Strako;;Strako;;;;;;;;;x
b_strako_adj;Strakian;;straker;;;;;;;;;;;x
b_sunayat;Sunayat;Sunayat;Sunayat;;Sunayat;;;;;;;;;x
b_sunayat_adj;Sunayatian;;sunayater;;;;;;;;;;;x
b_sunnia;Sunnia;Sunnia;Sunnia;;Sunnia;;;;;;;;;x
b_sunnia_adj;Sunnian;;sunner;;;;;;;;;;;x
b_suzougha;Suzougha;Suzougha;Suzougha;;Suzougha;;;;;;;;;x
b_suzougha_adj;Suzoughan;;suzougher;;;;;;;;;;;x
b_suzougha_2;Suzougha;Suzougha;Suzougha;;Suzougha;;;;;;;;;x
b_suzougha_2_adj;Suzoughan;;suzougher;;;;;;;;;;;x
b_svec;Svec;Svec;Svec;;Svec;;;;;;;;;x
b_svec_adj;Svecian;;svecer;;;;;;;;;;;x
b_svec_2;Svec;Svec;Svec;;Svec;;;;;;;;;x
b_svec_2_adj;Svecian;;svecer;;;;;;;;;;;x
b_svec_3;Svec;Svec;Svec;;Svec;;;;;;;;;x
b_svec_3_adj;Svecian;;svecer;;;;;;;;;;;x
b_svec_4;Svec;Svec;Svec;;Svec;;;;;;;;;x
b_svec_4_adj;Svecian;;svecer;;;;;;;;;;;x
b_svec_5;Svec;Svec;Svec;;Svec;;;;;;;;;x
b_svec_5_adj;Svecian;;svecer;;;;;;;;;;;x
b_syragno;Syragno;Syragno;Syragno;;Syragno;;;;;;;;;x
b_syragno_adj;Syragnian;;syragner;;;;;;;;;;;x
b_syragno_2;Syragno;Syragno;Syragno;;Syragno;;;;;;;;;x
b_syragno_2_adj;Syragnian;;syragner;;;;;;;;;;;x
b_syragno_3;Syragno;Syragno;Syragno;;Syragno;;;;;;;;;x
b_syragno_3_adj;Syragnian;;syragner;;;;;;;;;;;x
b_syragno_4;Syragno;Syragno;Syragno;;Syragno;;;;;;;;;x
b_syragno_4_adj;Syragnian;;syragner;;;;;;;;;;;x
b_syragno_5;Syragno;Syragno;Syragno;;Syragno;;;;;;;;;x
b_syragno_5_adj;Syragnian;;syragner;;;;;;;;;;;x
b_syragno_6;Syragno;Syragno;Syragno;;Syragno;;;;;;;;;x
b_syragno_6_adj;Syragnian;;syragner;;;;;;;;;;;x
b_syrallegno;Syrallegno;Syrallegno;Syrallegno;;Syrallegno;;;;;;;;;x
b_syrallegno_adj;Syrallegnian;;syrallegner;;;;;;;;;;;x
b_syrallegno_2;Syrallegno;Syrallegno;Syrallegno;;Syrallegno;;;;;;;;;x
b_syrallegno_2_adj;Syrallegnian;;syrallegner;;;;;;;;;;;x
b_syrallegno_3;Syrallegno;Syrallegno;Syrallegno;;Syrallegno;;;;;;;;;x
b_syrallegno_3_adj;Syrallegnian;;syrallegner;;;;;;;;;;;x
b_syrallegno_4;Syrallegno;Syrallegno;Syrallegno;;Syrallegno;;;;;;;;;x
b_syrallegno_4_adj;Syrallegnian;;syrallegner;;;;;;;;;;;x
b_szilasz;Szilasz;Szilasz;Szilasz;;Szilasz;;;;;;;;;x
b_szilasz_adj;Szilaszian;;szilaszer;;;;;;;;;;;x
b_szillava;Szillava;Szillava;Szillava;;Szillava;;;;;;;;;x
b_szillava_adj;Szillavan;;szillaver;;;;;;;;;;;x
b_tabaned;Tabaned;Tabaned;Tabaned;;Tabaned;;;;;;;;;x
b_tabaned_adj;Tabanedian;;tabaneder;;;;;;;;;;;x
b_tabaned_2;Tabaned;Tabaned;Tabaned;;Tabaned;;;;;;;;;x
b_tabaned_2_adj;Tabanedian;;tabaneder;;;;;;;;;;;x
b_tabasus;Tabasus;Tabasus;Tabasus;;Tabasus;;;;;;;;;x
b_tabasus_adj;Tabasusian;;tabasuser;;;;;;;;;;;x
b_tagola;Tagola;Tagola;Tagola;;Tagola;;;;;;;;;x
b_tagola_adj;Tagolan;;tagoler;;;;;;;;;;;x
b_tagola_2;Tagola;Tagola;Tagola;;Tagola;;;;;;;;;x
b_tagola_2_adj;Tagolan;;tagoler;;;;;;;;;;;x
b_tagola_3;Tagola;Tagola;Tagola;;Tagola;;;;;;;;;x
b_tagola_3_adj;Tagolan;;tagoler;;;;;;;;;;;x
b_tagola_4;Tagola;Tagola;Tagola;;Tagola;;;;;;;;;x
b_tagola_4_adj;Tagolan;;tagoler;;;;;;;;;;;x
b_tahud;Tahud;Tahud;Tahud;;Tahud;;;;;;;;;x
b_tahud_adj;Tahudian;;tahuder;;;;;;;;;;;x
b_tahud_2;Tahud;Tahud;Tahud;;Tahud;;;;;;;;;x
b_tahud_2_adj;Tahudian;;tahuder;;;;;;;;;;;x
b_talvati;Talvati;Talvati;Talvati;;Talvati;;;;;;;;;x
b_talvati_adj;Talvatian;;talvater;;;;;;;;;;;x
b_talvati_2;Talvati;Talvati;Talvati;;Talvati;;;;;;;;;x
b_talvati_2_adj;Talvatian;;talvater;;;;;;;;;;;x
b_talvati_3;Talvati;Talvati;Talvati;;Talvati;;;;;;;;;x
b_talvati_3_adj;Talvatian;;talvater;;;;;;;;;;;x
b_talvati_4;Talvati;Talvati;Talvati;;Talvati;;;;;;;;;x
b_talvati_4_adj;Talvatian;;talvater;;;;;;;;;;;x
b_talvati_5;Talvati;Talvati;Talvati;;Talvati;;;;;;;;;x
b_talvati_5_adj;Talvatian;;talvater;;;;;;;;;;;x
b_tanera;Tanera;Tanera;Tanera;;Tanera;;;;;;;;;x
b_tanera_adj;Taneran;;tanerer;;;;;;;;;;;x
b_tanera_2;Tanera;Tanera;Tanera;;Tanera;;;;;;;;;x
b_tanera_2_adj;Taneran;;tanerer;;;;;;;;;;;x
b_tanera_3;Tanera;Tanera;Tanera;;Tanera;;;;;;;;;x
b_tanera_3_adj;Taneran;;tanerer;;;;;;;;;;;x
b_tanera_4;Tanera;Tanera;Tanera;;Tanera;;;;;;;;;x
b_tanera_4_adj;Taneran;;tanerer;;;;;;;;;;;x
b_tarpin;Tarpin;Tarpin;Tarpin;;Tarpin;;;;;;;;;x
b_tarpin_adj;Tarpinian;;tarpiner;;;;;;;;;;;x
b_teboubet;Teboubet;Teboubet;Teboubet;;Teboubet;;;;;;;;;x
b_teboubet_adj;Teboubetian;;teboubeter;;;;;;;;;;;x
b_teles;Teles;Teles;Teles;;Teles;;;;;;;;;x
b_teles_adj;Telesian;;teleser;;;;;;;;;;;x
b_tenamnus;Tenamnus;Tenamnus;Tenamnus;;Tenamnus;;;;;;;;;x
b_tenamnus_adj;Tenamnusian;;tenamnuser;;;;;;;;;;;x
b_tenedo;Tenedo;Tenedo;Tenedo;;Tenedo;;;;;;;;;x
b_tenedo_adj;Tenedian;;teneder;;;;;;;;;;;x
b_tenedo_2;Tenedo;Tenedo;Tenedo;;Tenedo;;;;;;;;;x
b_tenedo_2_adj;Tenedian;;teneder;;;;;;;;;;;x
b_tenedo_3;Tenedo;Tenedo;Tenedo;;Tenedo;;;;;;;;;x
b_tenedo_3_adj;Tenedian;;teneder;;;;;;;;;;;x
b_tenkech;Tenkech;Tenkech;Tenkech;;Tenkech;;;;;;;;;x
b_tenkech_adj;Tenkechian;;tenkecher;;;;;;;;;;;x
b_tenkech_2;Tenkech;Tenkech;Tenkech;;Tenkech;;;;;;;;;x
b_tenkech_2_adj;Tenkechian;;tenkecher;;;;;;;;;;;x
b_tenkech_3;Tenkech;Tenkech;Tenkech;;Tenkech;;;;;;;;;x
b_tenkech_3_adj;Tenkechian;;tenkecher;;;;;;;;;;;x
b_terada;Terada;Terada;Terada;;Terada;;;;;;;;;x
b_terada_adj;Teradan;;terader;;;;;;;;;;;x
b_terada_2;Terada;Terada;Terada;;Terada;;;;;;;;;x
b_terada_2_adj;Teradan;;terader;;;;;;;;;;;x
b_terada_3;Terada;Terada;Terada;;Terada;;;;;;;;;x
b_terada_3_adj;Teradan;;terader;;;;;;;;;;;x
b_terada_4;Terada;Terada;Terada;;Terada;;;;;;;;;x
b_terada_4_adj;Teradan;;terader;;;;;;;;;;;x
b_terale;Terale;Terale;Terale;;Terale;;;;;;;;;x
b_terale_adj;Teralean;;teraler;;;;;;;;;;;x
b_teymur;Teymur;Teymur;Teymur;;Teymur;;;;;;;;;x
b_teymur_adj;Teymurian;;teymurer;;;;;;;;;;;x
b_teymur_2;Teymur;Teymur;Teymur;;Teymur;;;;;;;;;x
b_teymur_2_adj;Teymurian;;teymurer;;;;;;;;;;;x
b_teymur_3;Teymur;Teymur;Teymur;;Teymur;;;;;;;;;x
b_teymur_3_adj;Teymurian;;teymurer;;;;;;;;;;;x
b_teymur_4;Teymur;Teymur;Teymur;;Teymur;;;;;;;;;x
b_teymur_4_adj;Teymurian;;teymurer;;;;;;;;;;;x
b_thassita;Thassita;Thassita;Thassita;;Thassita;;;;;;;;;x
b_thassita_adj;Thassitan;;thassiter;;;;;;;;;;;x
b_thassita_2;Thassita;Thassita;Thassita;;Thassita;;;;;;;;;x
b_thassita_2_adj;Thassitan;;thassiter;;;;;;;;;;;x
b_thayna;Thayna;Thayna;Thayna;;Thayna;;;;;;;;;x
b_thayna_adj;Thaynan;;thayner;;;;;;;;;;;x
b_thayna_2;Thayna;Thayna;Thayna;;Thayna;;;;;;;;;x
b_thayna_2_adj;Thaynan;;thayner;;;;;;;;;;;x
b_thayna_3;Thayna;Thayna;Thayna;;Thayna;;;;;;;;;x
b_thayna_3_adj;Thaynan;;thayner;;;;;;;;;;;x
b_thefla;Thefla;Thefla;Thefla;;Thefla;;;;;;;;;x
b_thefla_adj;Theflan;;thefler;;;;;;;;;;;x
b_thefla_2;Thefla;Thefla;Thefla;;Thefla;;;;;;;;;x
b_thefla_2_adj;Theflan;;thefler;;;;;;;;;;;x
b_thefla_3;Thefla;Thefla;Thefla;;Thefla;;;;;;;;;x
b_thefla_3_adj;Theflan;;thefler;;;;;;;;;;;x
b_thefla_4;Thefla;Thefla;Thefla;;Thefla;;;;;;;;;x
b_thefla_4_adj;Theflan;;thefler;;;;;;;;;;;x
b_thefla_5;Thefla;Thefla;Thefla;;Thefla;;;;;;;;;x
b_thefla_5_adj;Theflan;;thefler;;;;;;;;;;;x
b_theodem;Theodem;Theodem;Theodem;;Theodem;;;;;;;;;x
b_theodem_adj;Theodemian;;theodemer;;;;;;;;;;;x
b_thermynthus;Thermynthus;Thermynthus;Thermynthus;;Thermynthus;;;;;;;;;x
b_thermynthus_adj;Thermynthusian;;thermynthuser;;;;;;;;;;;x
b_thidrek;Thidrek;Thidrek;Thidrek;;Thidrek;;;;;;;;;x
b_thidrek_adj;Thidrekian;;thidreker;;;;;;;;;;;x
b_thoris;Thoris;Thoris;Thoris;;Thoris;;;;;;;;;x
b_thoris_adj;Thorisian;;thoriser;;;;;;;;;;;x
b_thufji;Thufji;Thufji;Thufji;;Thufji;;;;;;;;;x
b_thufji_adj;Thufjian;;thufjer;;;;;;;;;;;x
b_thuryma;Thuryma;Thuryma;Thuryma;;Thuryma;;;;;;;;;x
b_thuryma_adj;Thuryman;;thurymer;;;;;;;;;;;x
b_tiborivag;Tiborivag;Tiborivag;Tiborivag;;Tiborivag;;;;;;;;;x
b_tiborivag_adj;Tiborivagian;;tiborivager;;;;;;;;;;;x
b_tiborivag_2;Tiborivag;Tiborivag;Tiborivag;;Tiborivag;;;;;;;;;x
b_tiborivag_2_adj;Tiborivagian;;tiborivager;;;;;;;;;;;x
b_tiborivag_3;Tiborivag;Tiborivag;Tiborivag;;Tiborivag;;;;;;;;;x
b_tiborivag_3_adj;Tiborivagian;;tiborivager;;;;;;;;;;;x
b_tihozi;Tihozi;Tihozi;Tihozi;;Tihozi;;;;;;;;;x
b_tihozi_adj;Tihozian;;tihozer;;;;;;;;;;;x
b_tivosoria;Tivosoria;Tivosoria;Tivosoria;;Tivosoria;;;;;;;;;x
b_tivosoria_adj;Tivosorian;;tivosorer;;;;;;;;;;;x
b_tivosoria_2;Tivosoria;Tivosoria;Tivosoria;;Tivosoria;;;;;;;;;x
b_tivosoria_2_adj;Tivosorian;;tivosorer;;;;;;;;;;;x
b_tivosoria_3;Tivosoria;Tivosoria;Tivosoria;;Tivosoria;;;;;;;;;x
b_tivosoria_3_adj;Tivosorian;;tivosorer;;;;;;;;;;;x
b_tobtan;Tobtan;Tobtan;Tobtan;;Tobtan;;;;;;;;;x
b_tobtan_adj;Tobtanian;;tobtaner;;;;;;;;;;;x
b_tobtan_2;Tobtan;Tobtan;Tobtan;;Tobtan;;;;;;;;;x
b_tobtan_2_adj;Tobtanian;;tobtaner;;;;;;;;;;;x
b_tobtan_3;Tobtan;Tobtan;Tobtan;;Tobtan;;;;;;;;;x
b_tobtan_3_adj;Tobtanian;;tobtaner;;;;;;;;;;;x
b_tobtan_4;Tobtan;Tobtan;Tobtan;;Tobtan;;;;;;;;;x
b_tobtan_4_adj;Tobtanian;;tobtaner;;;;;;;;;;;x
b_tocia;Tocia;Tocia;Tocia;;Tocia;;;;;;;;;x
b_tocia_adj;Tocian;;tocer;;;;;;;;;;;x
b_tocia_2;Tocia;Tocia;Tocia;;Tocia;;;;;;;;;x
b_tocia_2_adj;Tocian;;tocer;;;;;;;;;;;x
b_tocia_3;Tocia;Tocia;Tocia;;Tocia;;;;;;;;;x
b_tocia_3_adj;Tocian;;tocer;;;;;;;;;;;x
b_tocia_4;Tocia;Tocia;Tocia;;Tocia;;;;;;;;;x
b_tocia_4_adj;Tocian;;tocer;;;;;;;;;;;x
b_tocia_5;Tocia;Tocia;Tocia;;Tocia;;;;;;;;;x
b_tocia_5_adj;Tocian;;tocer;;;;;;;;;;;x
b_tolenresa;Tolenresa;Tolenresa;Tolenresa;;Tolenresa;;;;;;;;;x
b_tolenresa_adj;Tolenresan;;tolenreser;;;;;;;;;;;x
b_tolenresa_2;Tolenresa;Tolenresa;Tolenresa;;Tolenresa;;;;;;;;;x
b_tolenresa_2_adj;Tolenresan;;tolenreser;;;;;;;;;;;x
b_tolenresa_3;Tolenresa;Tolenresa;Tolenresa;;Tolenresa;;;;;;;;;x
b_tolenresa_3_adj;Tolenresan;;tolenreser;;;;;;;;;;;x
b_tolenresa_4;Tolenresa;Tolenresa;Tolenresa;;Tolenresa;;;;;;;;;x
b_tolenresa_4_adj;Tolenresan;;tolenreser;;;;;;;;;;;x
b_tomegea;Tomegea;Tomegea;Tomegea;;Tomegea;;;;;;;;;x
b_tomegea_adj;Tomegean;;tomeger;;;;;;;;;;;x
b_touggara;Touggara;Touggara;Touggara;;Touggara;;;;;;;;;x
b_touggara_adj;Touggaran;;touggarer;;;;;;;;;;;x
b_touggara_2;Touggara;Touggara;Touggara;;Touggara;;;;;;;;;x
b_touggara_2_adj;Touggaran;;touggarer;;;;;;;;;;;x
b_trari;Trari;Trari;Trari;;Trari;;;;;;;;;x
b_trari_adj;Trarian;;trarer;;;;;;;;;;;x
b_trari_2;Trari;Trari;Trari;;Trari;;;;;;;;;x
b_trari_2_adj;Trarian;;trarer;;;;;;;;;;;x
b_trari_3;Trari;Trari;Trari;;Trari;;;;;;;;;x
b_trari_3_adj;Trarian;;trarer;;;;;;;;;;;x
b_trboszkem;Trboszkem;Trboszkem;Trboszkem;;Trboszkem;;;;;;;;;x
b_trboszkem_adj;Trboszkemian;;trboszkemer;;;;;;;;;;;x
b_trdaty;Trdaty;Trdaty;Trdaty;;Trdaty;;;;;;;;;x
b_trdaty_adj;Trdatian;;trdater;;;;;;;;;;;x
b_treporti;Treporti;Treporti;Treporti;;Treporti;;;;;;;;;x
b_treporti_adj;Treportian;;treporter;;;;;;;;;;;x
b_tripoinion;Tripoinion;Tripoinion;Tripoinion;;Tripoinion;;;;;;;;;x
b_tripoinion_adj;Tripoinionian;;tripoinioner;;;;;;;;;;;x
b_tuder;Tuder;Tuder;Tuder;;Tuder;;;;;;;;;x
b_tuder_adj;Tuderian;;tuderer;;;;;;;;;;;x
b_tuder_2;Tuder;Tuder;Tuder;;Tuder;;;;;;;;;x
b_tuder_2_adj;Tuderian;;tuderer;;;;;;;;;;;x
b_tuder_3;Tuder;Tuder;Tuder;;Tuder;;;;;;;;;x
b_tuder_3_adj;Tuderian;;tuderer;;;;;;;;;;;x
b_tuder_4;Tuder;Tuder;Tuder;;Tuder;;;;;;;;;x
b_tuder_4_adj;Tuderian;;tuderer;;;;;;;;;;;x
b_tudna;Tudna;Tudna;Tudna;;Tudna;;;;;;;;;x
b_tudna_adj;Tudnan;;tudner;;;;;;;;;;;x
b_tyras;Tyras;Tyras;Tyras;;Tyras;;;;;;;;;x
b_tyras_adj;Tyrasian;;tyraser;;;;;;;;;;;x
b_tyras_2;Tyras;Tyras;Tyras;;Tyras;;;;;;;;;x
b_tyras_2_adj;Tyrasian;;tyraser;;;;;;;;;;;x
b_tyras_3;Tyras;Tyras;Tyras;;Tyras;;;;;;;;;x
b_tyras_3_adj;Tyrasian;;tyraser;;;;;;;;;;;x
b_tyras_4;Tyras;Tyras;Tyras;;Tyras;;;;;;;;;x
b_tyras_4_adj;Tyrasian;;tyraser;;;;;;;;;;;x
b_tyras_5;Tyras;Tyras;Tyras;;Tyras;;;;;;;;;x
b_tyras_5_adj;Tyrasian;;tyraser;;;;;;;;;;;x
b_uquairaida;Uquairaida;Uquairaida;Uquairaida;;Uquairaida;;;;;;;;;x
b_uquairaida_adj;Uquairaidan;;uquairaider;;;;;;;;;;;x
b_uyamam;Uyamam;Uyamam;Uyamam;;Uyamam;;;;;;;;;x
b_uyamam_adj;Uyamamian;;uyamamer;;;;;;;;;;;x
b_vaksandri;Vaksandri;Vaksandri;Vaksandri;;Vaksandri;;;;;;;;;x
b_vaksandri_adj;Vaksandrian;;vaksandrer;;;;;;;;;;;x
b_vaksandri_2;Vaksandri;Vaksandri;Vaksandri;;Vaksandri;;;;;;;;;x
b_vaksandri_2_adj;Vaksandrian;;vaksandrer;;;;;;;;;;;x
b_vaksandri_3;Vaksandri;Vaksandri;Vaksandri;;Vaksandri;;;;;;;;;x
b_vaksandri_3_adj;Vaksandrian;;vaksandrer;;;;;;;;;;;x
b_vaksandri_4;Vaksandri;Vaksandri;Vaksandri;;Vaksandri;;;;;;;;;x
b_vaksandri_4_adj;Vaksandrian;;vaksandrer;;;;;;;;;;;x
b_valerbella;Valerbella;Valerbella;Valerbella;;Valerbella;;;;;;;;;x
b_valerbella_adj;Valerbellan;;valerbeller;;;;;;;;;;;x
b_vallicella;Vallicella;Vallicella;Vallicella;;Vallicella;;;;;;;;;x
b_vallicella_adj;Vallicellan;;valliceller;;;;;;;;;;;x
b_vallicella_2;Vallicella;Vallicella;Vallicella;;Vallicella;;;;;;;;;x
b_vallicella_2_adj;Vallicellan;;valliceller;;;;;;;;;;;x
b_vallicella_3;Vallicella;Vallicella;Vallicella;;Vallicella;;;;;;;;;x
b_vallicella_3_adj;Vallicellan;;valliceller;;;;;;;;;;;x
b_vallicella_4;Vallicella;Vallicella;Vallicella;;Vallicella;;;;;;;;;x
b_vallicella_4_adj;Vallicellan;;valliceller;;;;;;;;;;;x
b_vallicella_5;Vallicella;Vallicella;Vallicella;;Vallicella;;;;;;;;;x
b_vallicella_5_adj;Vallicellan;;valliceller;;;;;;;;;;;x
b_vallicella_6;Vallicella;Vallicella;Vallicella;;Vallicella;;;;;;;;;x
b_vallicella_6_adj;Vallicellan;;valliceller;;;;;;;;;;;x
b_variscksri;Variscksri;Variscksri;Variscksri;;Variscksri;;;;;;;;;x
b_variscksri_adj;Variscksrian;;variscksrer;;;;;;;;;;;x
b_variscksri_2;Variscksri;Variscksri;Variscksri;;Variscksri;;;;;;;;;x
b_variscksri_2_adj;Variscksrian;;variscksrer;;;;;;;;;;;x
b_variscksri_3;Variscksri;Variscksri;Variscksri;;Variscksri;;;;;;;;;x
b_variscksri_3_adj;Variscksrian;;variscksrer;;;;;;;;;;;x
b_varpavarda;Varpavarda;Varpavarda;Varpavarda;;Varpavarda;;;;;;;;;x
b_varpavarda_adj;Varpavardan;;varpavarder;;;;;;;;;;;x
b_vathaistos;Vathaistos;Vathaistos;Vathaistos;;Vathaistos;;;;;;;;;x
b_vathaistos_adj;Vathaistosian;;vathaistoser;;;;;;;;;;;x
b_veduco;Veduco;Veduco;Veduco;;Veduco;;;;;;;;;x
b_veduco_adj;Veducian;;veducer;;;;;;;;;;;x
b_veigonopole;Veigonopole;Veigonopole;Veigonopole;;Veigonopole;;;;;;;;;x
b_veigonopole_adj;Veigonopolean;;veigonopoler;;;;;;;;;;;x
b_veii;Veii;Veii;Veii;;Veii;;;;;;;;;x
b_veii_adj;Vian;;ver;;;;;;;;;;;x
b_veii_2;Veii;Veii;Veii;;Veii;;;;;;;;;x
b_veii_2_adj;Vian;;ver;;;;;;;;;;;x
b_veii_3;Veii;Veii;Veii;;Veii;;;;;;;;;x
b_veii_3_adj;Vian;;ver;;;;;;;;;;;x
b_veii_4;Veii;Veii;Veii;;Veii;;;;;;;;;x
b_veii_4_adj;Vian;;ver;;;;;;;;;;;x
b_veii_5;Veii;Veii;Veii;;Veii;;;;;;;;;x
b_veii_5_adj;Vian;;ver;;;;;;;;;;;x
b_veliszik;Veliszik;Veliszik;Veliszik;;Veliszik;;;;;;;;;x
b_veliszik_adj;Veliszikian;;velisziker;;;;;;;;;;;x
b_veresen;Veresen;Veresen;Veresen;;Veresen;;;;;;;;;x
b_veresen_adj;Veresenian;;veresener;;;;;;;;;;;x
b_veresen_2;Veresen;Veresen;Veresen;;Veresen;;;;;;;;;x
b_veresen_2_adj;Veresenian;;veresener;;;;;;;;;;;x
b_veresen_3;Veresen;Veresen;Veresen;;Veresen;;;;;;;;;x
b_veresen_3_adj;Veresenian;;veresener;;;;;;;;;;;x
b_veresen_4;Veresen;Veresen;Veresen;;Veresen;;;;;;;;;x
